location_id,country,province,region_1,region_2
542,France,Provence,Les Baux de Provence,NA
543,France,Provence,Palette,NA
544,France,Provence,Var,NA
545,France,Provence,Vin de Pays des Alpilles,NA
546,France,Provence,Vin de Pays des Maures,NA
547,France,Provence,Vin de Pays Var,NA
548,France,Provence,NA,NA
549,France,Rhône Valley,Ardèche,NA
550,France,Rhône Valley,Cévennes,NA
551,France,Rhône Valley,Châteauneuf-du-Pape,NA
552,France,Rhône Valley,Clairette de Bellegarde,NA
553,France,Rhône Valley,Clairette de Die,NA
554,France,Rhône Valley,Clairette de Die Méthode Dioise Ancestrale,NA
555,France,Rhône Valley,Collines Rhôdaniennes,NA
556,France,Rhône Valley,Condrieu,NA
557,France,Rhône Valley,Cornas,NA
558,France,Rhône Valley,Costières de Nîmes,NA
559,France,Rhône Valley,Côte Rôtie,NA
560,France,Rhône Valley,Côtes du Luberon,NA
561,France,Rhône Valley,Côtes du Rhône,NA
562,France,Rhône Valley,Côtes du Rhône Villages,NA
563,France,Rhône Valley,Côtes-du-Ventoux,NA
564,France,Rhône Valley,Crozes-Hermitage,NA
565,France,Rhône Valley,Gigondas,NA
566,France,Rhône Valley,Hermitage,NA
567,France,Rhône Valley,Laudun,NA
568,France,Rhône Valley,Lirac,NA
569,France,Rhône Valley,Luberon,NA
570,France,Rhône Valley,Muscat de Beaumes de Venise,NA
571,France,Rhône Valley,Rasteau,NA
572,France,Rhône Valley,Saint-Joseph,NA
573,France,Rhône Valley,Saint-Péray,NA
574,France,Rhône Valley,Tavel,NA
575,France,Rhône Valley,Vacqueyras,NA
576,France,Rhône Valley,Ventoux,NA
577,France,Rhône Valley,Vin de Pays de Vaucluse,NA
578,France,Rhône Valley,Vin de Pays des Cévennes,NA
579,France,Rhône Valley,Vin de Pays du Gard,NA
580,France,Rhône Valley,Vin Doux Naturel Rasteau,NA
581,France,Rhône Valley,NA,NA
582,France,Southwest France,Béarn,NA
583,France,Southwest France,Bergerac,NA
584,France,Southwest France,Bergerac Rosé,NA
585,France,Southwest France,Bergerac Sec,NA
586,France,Southwest France,Brulhois,NA
587,France,Southwest France,Buzet,NA
588,France,Southwest France,Cahors,NA
589,France,Southwest France,Côtes de Bergerac,NA
590,France,Southwest France,Côtes de Duras,NA
591,France,Southwest France,Côtes de Gascogne,NA
592,France,Southwest France,Côtes de Montravel,NA
593,France,Southwest France,Côtes de Saint-Mont,NA
594,France,Southwest France,Côtes du Frontonnais,NA
595,France,Southwest France,Côtes du Lot,NA
596,France,Southwest France,Côtes du Marmandais,NA
597,France,Southwest France,Côtes du Tarn,NA
598,France,Southwest France,Fronton,NA
599,France,Southwest France,Gaillac,NA
600,France,Southwest France,Gaillac Doux,NA
601,France,Southwest France,Gers,NA
602,France,Southwest France,Irrouléguy,NA
603,France,Southwest France,Jurançon,NA
604,France,Southwest France,Jurançon Sec,NA
605,France,Southwest France,Landes,NA
606,France,Southwest France,Lot,NA
607,France,Southwest France,Madiran,NA
608,France,Southwest France,Marcillac,NA
609,France,Southwest France,Monbazillac,NA
610,France,Southwest France,Montravel,NA
611,France,Southwest France,Pacherenc du Vic Bilh,NA
612,France,Southwest France,Pécharmant,NA
613,France,Southwest France,Périgord,NA
614,France,Southwest France,Saint-Mont,NA
615,France,Southwest France,Saussignac,NA
616,France,Southwest France,Vin de Pays des Côtes de Gascogne,NA
617,France,Southwest France,Vin de Pays du Comté Tolosan,NA
618,France,Southwest France,Vin de Pays du Lot,NA
619,France,Southwest France,NA,NA
620,Georgia,Georgia,NA,NA
621,Georgia,Kakheti,NA,NA
622,Germany,Ahr,NA,NA
623,Germany,Baden,NA,NA
624,Germany,Franken,NA,NA
625,Germany,Germany,NA,NA
626,Germany,Landwein Rhein,NA,NA
627,Germany,Mittelrhein,NA,NA
628,Germany,Mosel,NA,NA
629,Germany,Mosel-Saar-Ruwer,NA,NA
630,Germany,Nahe,NA,NA
631,Germany,Pfalz,NA,NA
632,Germany,Rheingau,NA,NA
633,Germany,Rheinhessen,NA,NA
634,Germany,Württemberg,NA,NA
635,Greece,Achaia,NA,NA
636,Greece,Agioritikos,NA,NA
637,Greece,Amindeo,NA,NA
638,Greece,Amyndeon,NA,NA
639,Greece,Arcadia,NA,NA
640,Greece,Atalanti Valley,NA,NA
641,Greece,Attica,NA,NA
642,Greece,Beotia,NA,NA
643,Greece,Central Greece,NA,NA
644,Greece,Cephalonia,NA,NA
645,Greece,Chalkidiki,NA,NA
646,Greece,Corinth,NA,NA
647,Greece,Corinthia,NA,NA
648,Greece,Crete,NA,NA
649,Greece,Cyclades,NA,NA
650,Greece,Drama,NA,NA
651,Greece,Epanomi,NA,NA
652,Greece,Florina,NA,NA
653,Greece,Goumenissa,NA,NA
654,Greece,Greece,NA,NA
655,Greece,Halkidiki,NA,NA
656,Greece,Imathia,NA,NA
657,Greece,Ismarikos,NA,NA
658,Greece,Korinthia,NA,NA
659,Greece,Krania Olympus,NA,NA
660,Greece,Lakonia,NA,NA
661,Greece,Lesbos,NA,NA
662,Greece,Letrinon,NA,NA
663,Greece,Limnos,NA,NA
664,Greece,Macedonia,NA,NA
665,Greece,Mantinia,NA,NA
666,Greece,Markopoulo,NA,NA
667,Greece,Mavrodaphne de Cephalonie,NA,NA
668,Greece,Mavrodaphne of Patras,NA,NA
669,Greece,Messinia,NA,NA
670,Greece,Monemvasia,NA,NA
671,Greece,Mount Athos,NA,NA
672,Greece,Muscat of Kefallonian,NA,NA
673,Greece,Muscat of Patras,NA,NA
674,Greece,Naoussa,NA,NA
675,Greece,Nemea,NA,NA
676,Greece,Pageon,NA,NA
677,Greece,Pangeon,NA,NA
678,Greece,Patras,NA,NA
679,Greece,Peloponnese,NA,NA
680,Greece,Rapsani,NA,NA
681,Greece,Retsina,NA,NA
682,Greece,Samos,NA,NA
683,Greece,Santorini,NA,NA
684,Greece,Sithonia,NA,NA
685,Greece,Sterea Ellada,NA,NA
686,Greece,Thessalikos,NA,NA
687,Greece,Thraki,NA,NA
688,Greece,Vin de Pays de Velvendo,NA,NA
689,Hungary,Eger,NA,NA
690,Hungary,Hungary,NA,NA
691,Hungary,Mátra,NA,NA
692,Hungary,Sopron,NA,NA
693,Hungary,Szekszárd,NA,NA
694,Hungary,Tokaj,NA,NA
695,Hungary,Tokaji,NA,NA
696,Hungary,Villány,NA,NA
697,India,Nashik,NA,NA
698,Israel,Dan,NA,NA
699,Israel,Ella Valley,NA,NA
700,Israel,Galil,NA,NA
701,Israel,Galilee,NA,NA
702,Israel,Golan Heights,NA,NA
703,Israel,Haut-Judeé,NA,NA
704,Israel,Israel,NA,NA
705,Israel,Jerusalem Hills,NA,NA
706,Israel,Judean Hills,NA,NA
707,Israel,Negev,NA,NA
708,Israel,Negev Hills,NA,NA
709,Israel,Samson,NA,NA
710,Israel,Shomron,NA,NA
711,Israel,Upper Galilee,NA,NA
712,Italy,Central Italy,Abruzzo,NA
713,Italy,Central Italy,Albana di Romagna,NA
714,Italy,Central Italy,Assisi,NA
715,Italy,Central Italy,Cerasuolo d'Abruzzo,NA
716,Italy,Central Italy,Cesanese del Piglio,NA
717,Italy,Central Italy,Circeo,NA
718,Italy,Central Italy,Civitella d'Agliano,NA
719,Italy,Central Italy,Colli Aprutini,NA
720,Italy,Central Italy,Colli Bolognesi,NA
721,Italy,Central Italy,Colli di Faenza,NA
722,Italy,Central Italy,Colli Martani,NA
723,Italy,Central Italy,Colli Perugini,NA
724,Italy,Central Italy,Colli Piacentini,NA
725,Italy,Central Italy,Colline Pescaresi,NA
726,Italy,Central Italy,Colline Teatine,NA
727,Italy,Central Italy,Colline Teramane,NA
728,Italy,Central Italy,Conero,NA
729,Italy,Central Italy,Controguerra,NA
730,Italy,Central Italy,Emilia,NA
731,Italy,Central Italy,Emilia-Romagna,NA
732,Italy,Central Italy,Est! Est!! Est!!! di Montefiascone,NA
733,Italy,Central Italy,Falerio,NA
734,Italy,Central Italy,Falerio dei Colli Ascolani,NA
735,Italy,Central Italy,Forlì,NA
736,Italy,Central Italy,Frascati,NA
737,Italy,Central Italy,Frascati Superiore,NA
738,Italy,Central Italy,Gutturnio Classico Superiore,NA
739,Italy,Central Italy,Gutturnio Colli Piacentini,NA
740,Italy,Central Italy,Lago di Corbara,NA
741,Italy,Central Italy,Lambrusco dell'Emilia,NA
742,Italy,Central Italy,Lambrusco di Modena,NA
743,Italy,Central Italy,Lambrusco di Sorbara,NA
744,Italy,Central Italy,Lambrusco Grasparossa di Castelvetro,NA
745,Italy,Central Italy,Lambrusco Reggiano,NA
746,Italy,Central Italy,Lambrusco Salamino di Santa Croce,NA
747,Italy,Central Italy,Lazio,NA
748,Italy,Central Italy,Marche,NA
749,Italy,Central Italy,Montefalco,NA
750,Italy,Central Italy,Montefalco Rosso,NA
751,Italy,Central Italy,Montefalco Sagrantino,NA
752,Italy,Central Italy,Montepulciano d'Abruzzo,NA
753,Italy,Central Italy,Montepulciano d'Abruzzo Cerasuolo,NA
754,Italy,Central Italy,Montepulciano d'Abruzzo Colline Teramane,NA
755,Italy,Central Italy,Offida Passerina,NA
756,Italy,Central Italy,Offida Pecorino,NA
757,Italy,Central Italy,Offida Rosso,NA
758,Italy,Central Italy,Orvieto,NA
759,Italy,Central Italy,Orvieto Classico,NA
760,Italy,Central Italy,Orvieto Classico Superiore,NA
761,Italy,Central Italy,Romagna,NA
762,Italy,Central Italy,Rosso Conero,NA
763,Italy,Central Italy,Rosso Piceno,NA
764,Italy,Central Italy,Rosso Piceno Superiore,NA
765,Italy,Central Italy,Rubicone,NA
766,Italy,Central Italy,Sagrantino di Montefalco,NA
767,Italy,Central Italy,San Marino,NA
768,Italy,Central Italy,Sangiovese di Romagna,NA
769,Italy,Central Italy,Sangiovese di Romagna Superiore,NA
770,Italy,Central Italy,Terre di Chieti,NA
771,Italy,Central Italy,Todi,NA
772,Italy,Central Italy,Torgiano,NA
773,Italy,Central Italy,Torgiano Rosso Riserva,NA
774,Italy,Central Italy,Trebbiano d'Abruzzo,NA
775,Italy,Central Italy,Umbria,NA
776,Italy,Central Italy,Verdicchio dei Castelli di Jesi,NA
777,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico,NA
778,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,NA
779,Italy,Central Italy,Verdicchio di Matelica,NA
780,Italy,Central Italy,NA,NA
781,Italy,Italy Other,Italy,NA
782,Italy,Italy Other,Vino da Tavola,NA
783,Italy,Italy Other,Vino Spumante,NA
784,Italy,Italy Other,NA,NA
785,Italy,Lombardy,Curtefranca,NA
786,Italy,Lombardy,Franciacorta,NA
787,Italy,Lombardy,Lombardy,NA
788,Italy,Lombardy,Lugana,NA
789,Italy,Lombardy,Lugana Superiore,NA
790,Italy,Lombardy,Montenetto di Brescia,NA
791,Italy,Lombardy,Oltrepò Pavese,NA
792,Italy,Lombardy,Pavia,NA
793,Italy,Lombardy,Provincia di Pavia,NA
794,Italy,Lombardy,Sebino,NA
795,Italy,Lombardy,Sforzato di Valtellina,NA
796,Italy,Lombardy,Terrazze Retiche di Sondrio,NA
797,Italy,Lombardy,Terre di Franciacorta,NA
798,Italy,Lombardy,Valtellina,NA
799,Italy,Lombardy,Valtellina Superiore,NA
800,Italy,Lombardy,Valtènesi,NA
801,Italy,Northeastern Italy,Alto Adige,NA
802,Italy,Northeastern Italy,Alto Adige Terlano,NA
803,Italy,Northeastern Italy,Alto Adige Valle Isarco,NA
804,Italy,Northeastern Italy,Benaco Bresciano,NA
805,Italy,Northeastern Italy,Colli Orientali del Friuli,NA
806,Italy,Northeastern Italy,Colli Trevigiani,NA
807,Italy,Northeastern Italy,Collio,NA
808,Italy,Northeastern Italy,Del Veneto,NA
809,Italy,Northeastern Italy,Delle Venezie,NA
810,Italy,Northeastern Italy,Friuli,NA
811,Italy,Northeastern Italy,Friuli Aquileia,NA
812,Italy,Northeastern Italy,Friuli Colli Orientali,NA
813,Italy,Northeastern Italy,Friuli Grave,NA
814,Italy,Northeastern Italy,Friuli Isonzo,NA
815,Italy,Northeastern Italy,Friuli Venezia Giulia,NA
816,Italy,Northeastern Italy,Garda,NA
817,Italy,Northeastern Italy,Garda Classico,NA
818,Italy,Northeastern Italy,Grave del Friuli,NA
819,Italy,Northeastern Italy,Isonzo del Friuli,NA
820,Italy,Northeastern Italy,Mitterberg,NA
821,Italy,Northeastern Italy,Ramandolo,NA
822,Italy,Northeastern Italy,Rosazzo,NA
823,Italy,Northeastern Italy,Teroldego Rotaliano,NA
824,Italy,Northeastern Italy,Trentino,NA
825,Italy,Northeastern Italy,Trentino Superiore,NA
826,Italy,Northeastern Italy,Trento,NA
827,Italy,Northeastern Italy,Venezia Giulia,NA
828,Italy,Northeastern Italy,Venezie,NA
829,Italy,Northeastern Italy,Vigneti delle Dolomiti,NA
830,Italy,Northeastern Italy,NA,NA
831,Italy,Northwestern Italy,Colli di Luni,NA
832,Italy,Northwestern Italy,Riviera Ligure di Ponente,NA
833,Italy,Northwestern Italy,Valle d'Aosta,NA
834,Italy,Piedmont,Alta Langa,NA
835,Italy,Piedmont,Asti,NA
836,Italy,Piedmont,Barbaresco,NA
837,Italy,Piedmont,Barbera d'Alba,NA
838,Italy,Piedmont,Barbera d'Alba Superiore,NA
839,Italy,Piedmont,Barbera d'Asti,NA
840,Italy,Piedmont,Barbera d'Asti Superiore,NA
841,Italy,Piedmont,Barbera d'Asti Superiore Nizza,NA
842,Italy,Piedmont,Barbera del Monferrato,NA
843,Italy,Piedmont,Barbera del Monferrato Superiore,NA
844,Italy,Piedmont,Barbera di Piemonte,NA
845,Italy,Piedmont,Barolo,NA
846,Italy,Piedmont,Boca,NA
847,Italy,Piedmont,Brachetto d'Acqui,NA
848,Italy,Piedmont,Bramaterra,NA
849,Italy,Piedmont,Carema,NA
850,Italy,Piedmont,Casorzo,NA
851,Italy,Piedmont,Colli Tortonesi,NA
852,Italy,Piedmont,Colline Novaresi,NA
853,Italy,Piedmont,Cortese di Gavi,NA
854,Italy,Piedmont,Coste della Sesia,NA
855,Italy,Piedmont,Diano d'Alba,NA
856,Italy,Piedmont,Dogliani,NA
857,Italy,Piedmont,Dogliani Superiore,NA
858,Italy,Piedmont,Dolcetto d'Acqui,NA
859,Italy,Piedmont,Dolcetto d'Alba,NA
860,Italy,Piedmont,Dolcetto d'Alba Superiore,NA
861,Italy,Piedmont,Dolcetto d'Asti,NA
862,Italy,Piedmont,Dolcetto di Diano d'Alba,NA
863,Italy,Piedmont,Dolcetto di Dogliani,NA
864,Italy,Piedmont,Dolcetto di Dogliani Superiore,NA
865,Italy,Piedmont,Dolcetto di Monferrato,NA
866,Italy,Piedmont,Erbaluce di Caluso,NA
867,Italy,Piedmont,Fara,NA
868,Italy,Piedmont,Gattinara,NA
869,Italy,Piedmont,Gavi,NA
870,Italy,Piedmont,Gavi di Gavi,NA
871,Italy,Piedmont,Ghemme,NA
872,Italy,Piedmont,Langhe,NA
873,Italy,Piedmont,Lessona,NA
874,Italy,Piedmont,Loazzolo,NA
875,Italy,Piedmont,Monferrato,NA
876,Italy,Piedmont,Monferrato Bianco,NA
877,Italy,Piedmont,Moscato d'Asti,NA
878,Italy,Piedmont,Nebbiolo d'Alba,NA
879,Italy,Piedmont,Piedmont,NA
880,Italy,Piedmont,Piemonte,NA
881,Italy,Piedmont,Roero,NA
882,Italy,Piedmont,Roero Arneis,NA
883,Italy,Piedmont,Ruché di Castagnole Monferrato,NA
884,Italy,Piedmont,Strevi,NA
885,Italy,Piedmont,NA,NA
886,Italy,Sicily & Sardinia,Alcamo,NA
887,Italy,Sicily & Sardinia,Alghero,NA
888,Italy,Sicily & Sardinia,Cannonau di Sardegna,NA
889,Italy,Sicily & Sardinia,Carignano del Sulcis,NA
890,Italy,Sicily & Sardinia,Cerasuolo di Vittoria,NA
891,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,NA
892,Italy,Sicily & Sardinia,Colli del Limbara,NA
893,Italy,Sicily & Sardinia,Contea di Sclafani,NA
894,Italy,Sicily & Sardinia,Contessa Entellina,NA
895,Italy,Sicily & Sardinia,Delia Nivolelli,NA
896,Italy,Sicily & Sardinia,Eloro,NA
897,Italy,Sicily & Sardinia,Erice,NA
898,Italy,Sicily & Sardinia,Etna,NA
899,Italy,Sicily & Sardinia,Faro,NA
900,Italy,Sicily & Sardinia,Isola dei Nuraghi,NA
901,Italy,Sicily & Sardinia,Malvasia delle Lipari,NA
902,Italy,Sicily & Sardinia,Mamertino,NA
903,Italy,Sicily & Sardinia,Marsala,NA
904,Italy,Sicily & Sardinia,Menfi,NA
905,Italy,Sicily & Sardinia,Monica di Sardegna,NA
906,Italy,Sicily & Sardinia,Monreale,NA
907,Italy,Sicily & Sardinia,Moscato di Noto,NA
908,Italy,Sicily & Sardinia,Moscato di Pantelleria,NA
909,Italy,Sicily & Sardinia,Nasco di Cagliari,NA
910,Italy,Sicily & Sardinia,Noto,NA
911,Italy,Sicily & Sardinia,Nuragus di Cagliari,NA
912,Italy,Sicily & Sardinia,Passito di Noto,NA
913,Italy,Sicily & Sardinia,Passito di Pantelleria,NA
914,Italy,Sicily & Sardinia,Salina,NA
915,Italy,Sicily & Sardinia,Sardinia,NA
916,Italy,Sicily & Sardinia,Sicilia,NA
917,Italy,Sicily & Sardinia,Siracusa,NA
918,Italy,Sicily & Sardinia,Terre Siciliane,NA
919,Italy,Sicily & Sardinia,Valli di Porto Pino,NA
920,Italy,Sicily & Sardinia,Vermentino di Gallura,NA
921,Italy,Sicily & Sardinia,Vermentino di Sardegna,NA
922,Italy,Sicily & Sardinia,Vittoria,NA
923,Italy,Sicily & Sardinia,Vittoria Frappato,NA
924,Italy,Southern Italy,Aglianico d'Irpinia,NA
925,Italy,Southern Italy,Aglianico del Beneventano,NA
926,Italy,Southern Italy,Aglianico del Taburno,NA
927,Italy,Southern Italy,Aglianico del Vulture,NA
928,Italy,Southern Italy,Asprinio di Aversa,NA
929,Italy,Southern Italy,Basilicata,NA
930,Italy,Southern Italy,Beneventano,NA
931,Italy,Southern Italy,Biferno Rosso,NA
932,Italy,Southern Italy,Brindisi,NA
933,Italy,Southern Italy,Cacc’e Mmitte di Lucera,NA
934,Italy,Southern Italy,Calabria,NA
935,Italy,Southern Italy,Campania,NA
936,Italy,Southern Italy,Campi Flegrei,NA
937,Italy,Southern Italy,Castel del Monte,NA
938,Italy,Southern Italy,Catalanesca del Monte Somma,NA
939,Italy,Southern Italy,Cilento,NA
940,Italy,Southern Italy,Cirò,NA
941,Italy,Southern Italy,Cirò Classico,NA
942,Italy,Southern Italy,Coda di Volpe d'Irpinia,NA
943,Italy,Southern Italy,Colli di Salerno,NA
944,Italy,Southern Italy,Copertino,NA
945,Italy,Southern Italy,Costa d'Amalfi,NA
946,Italy,Southern Italy,Donnici,NA
947,Italy,Southern Italy,Epomeo,NA
948,Italy,Southern Italy,Falanghina del Beneventano,NA
949,Italy,Southern Italy,Falanghina del Molise,NA
950,Italy,Southern Italy,Falanghina del Sannio,NA
951,Italy,Southern Italy,Falerno del Massico,NA
952,Italy,Southern Italy,Fiano di Avellino,NA
953,Italy,Southern Italy,Galatina,NA
954,Italy,Southern Italy,Galluccio,NA
955,Italy,Southern Italy,Gioia del Colle,NA
956,Italy,Southern Italy,Greco di Tufo,NA
957,Italy,Southern Italy,Irpinia,NA
958,Italy,Southern Italy,Ischia,NA
959,Italy,Southern Italy,Lacryma Christi del Vesuvio,NA
960,Italy,Southern Italy,Lamezia,NA
961,Italy,Southern Italy,Martina,NA
962,Italy,Southern Italy,Molise,NA
963,Italy,Southern Italy,Moscato di Trani,NA
964,Italy,Southern Italy,Murgia,NA
965,Italy,Southern Italy,Nardò,NA
966,Italy,Southern Italy,Paestum,NA
967,Italy,Southern Italy,Penisola Sorrentina,NA
968,Italy,Southern Italy,Pompeiano,NA
969,Italy,Southern Italy,Primitivo del Salento,NA
970,Italy,Southern Italy,Primitivo del Tarantino,NA
971,Italy,Southern Italy,Primitivo di Manduria,NA
972,Italy,Southern Italy,Puglia,NA
973,Italy,Southern Italy,Roccamonfina,NA
974,Italy,Southern Italy,Rosso di Cerignola,NA
975,Italy,Southern Italy,Salento,NA
976,Italy,Southern Italy,Salice Salentino,NA
977,Italy,Southern Italy,Sannio,NA
978,Italy,Southern Italy,Sant' Agata dei Goti,NA
979,Italy,Southern Italy,Squinzano,NA
980,Italy,Southern Italy,Taburno,NA
981,Italy,Southern Italy,Tarantino,NA
982,Italy,Southern Italy,Taurasi,NA
983,Italy,Southern Italy,Terra degli Osci,NA
984,Italy,Southern Italy,Terre del Volturno,NA
985,Italy,Southern Italy,Val di Neto,NA
986,Italy,Southern Italy,Vesuvio,NA
987,Italy,Tuscany,Aleatico dell'Elba,NA
988,Italy,Tuscany,Alta Valle della Greve,NA
989,Italy,Tuscany,Barco Reale di Carmignano,NA
990,Italy,Tuscany,Bolgheri,NA
991,Italy,Tuscany,Bolgheri Sassicaia,NA
992,Italy,Tuscany,Bolgheri Superiore,NA
993,Italy,Tuscany,Brunello di Montalcino,NA
994,Italy,Tuscany,Carmignano,NA
995,Italy,Tuscany,Chianti,NA
996,Italy,Tuscany,Chianti Classico,NA
997,Italy,Tuscany,Chianti Colli Aretini,NA
998,Italy,Tuscany,Chianti Colli Fiorentini,NA
999,Italy,Tuscany,Chianti Colli Pisani,NA
1000,Italy,Tuscany,Chianti Colli Senesi,NA
1001,Italy,Tuscany,Chianti Montalbano,NA
1002,Italy,Tuscany,Chianti Montespertoli,NA
1003,Italy,Tuscany,Chianti Rufina,NA
1004,Italy,Tuscany,Chianti Superiore,NA
1005,Italy,Tuscany,Colli della Toscana Centrale,NA
1006,Italy,Tuscany,Colli Etruria Centrale,NA
1007,Italy,Tuscany,Colline Lucchesi,NA
1008,Italy,Tuscany,Cortona,NA
1009,Italy,Tuscany,Costa Toscana,NA
1010,Italy,Tuscany,Maremma,NA
1011,Italy,Tuscany,Maremma Toscana,NA
1012,Italy,Tuscany,Montecarlo,NA
1013,Italy,Tuscany,Montecucco,NA
1014,Italy,Tuscany,Monteregio di Massa Marittima,NA
1015,Italy,Tuscany,Montescudaio,NA
1016,Italy,Tuscany,Morellino di Scansano,NA
1017,Italy,Tuscany,Moscadello di Montalcino,NA
1018,Italy,Tuscany,Orcia,NA
1019,Italy,Tuscany,Pomino,NA
1020,Italy,Tuscany,Rosso di Montalcino,NA
1021,Italy,Tuscany,Rosso di Montepulciano,NA
1022,Italy,Tuscany,Rosso di Toscana,NA
1023,Italy,Tuscany,San Gimignano,NA
1024,Italy,Tuscany,Sant'Antimo,NA
1025,Italy,Tuscany,Sovana,NA
1026,Italy,Tuscany,Toscana,NA
1027,Italy,Tuscany,Tuscany,NA
1028,Italy,Tuscany,Val di Cornia Suvereto,NA
1029,Italy,Tuscany,Vernaccia di San Gimignano,NA
1030,Italy,Tuscany,Vin Santo del Chianti,NA
1031,Italy,Tuscany,Vin Santo del Chianti Classico,NA
1032,Italy,Tuscany,Vin Santo del Chianti Rufina,NA
1033,Italy,Tuscany,Vin Santo di Carmignano,NA
1034,Italy,Tuscany,Vin Santo di Montepulciano,NA
1035,Italy,Tuscany,Vino Nobile di Montepulciano,NA
1036,Italy,Veneto,Amarone della Valpolicella,NA
1037,Italy,Veneto,Amarone della Valpolicella Classico,NA
1038,Italy,Veneto,Amarone della Valpolicella Valpantena,NA
1039,Italy,Veneto,Asolo Prosecco Superiore,NA
1040,Italy,Veneto,Bardolino,NA
1041,Italy,Veneto,Bardolino Chiaretto,NA
1042,Italy,Veneto,Bardolino Classico,NA
1043,Italy,Veneto,Bardolino Classico Superiore,NA
1044,Italy,Veneto,Bardolino Superiore,NA
1045,Italy,Veneto,Bianco di Custoza,NA
1046,Italy,Veneto,Breganze,NA
1047,Italy,Veneto,Colli di Conegliano,NA
1048,Italy,Veneto,Colli Euganei,NA
1049,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,NA
1050,Italy,Veneto,Custoza,NA
1051,Italy,Veneto,Custoza Superiore,NA
1052,Italy,Veneto,Gambellara Classico,NA
1053,Italy,Veneto,Lessini Durello,NA
1054,Italy,Veneto,Lison-Pramaggiore,NA
1055,Italy,Veneto,Marca Trevigiana,NA
1056,Italy,Veneto,Montello e Colli Asolani,NA
1057,Italy,Veneto,Monti Lessini,NA
1058,Italy,Veneto,Piave,NA
1059,Italy,Veneto,Prosecco,NA
1060,Italy,Veneto,Prosecco del Veneto,NA
1061,Italy,Veneto,Prosecco di Conegliano,NA
1062,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene,NA
1063,Italy,Veneto,Prosecco di Valdobbiadene,NA
1064,Italy,Veneto,Prosecco di Valdobbiadene Superiore,NA
1065,Italy,Veneto,Prosecco Superiore di Cartizze,NA
1066,Italy,Veneto,Prosecco Treviso,NA
1067,Italy,Veneto,Recioto della Valpolicella,NA
1068,Italy,Veneto,Recioto della Valpolicella Classico,NA
1069,Italy,Veneto,Recioto di Soave,NA
1070,Italy,Veneto,Recioto di Soave Classico,NA
1071,Italy,Veneto,Rosso del Veronese,NA
1072,Italy,Veneto,San Martino della Battaglia,NA
1073,Italy,Veneto,Soave,NA
1074,Italy,Veneto,Soave Classico,NA
1075,Italy,Veneto,Soave Classico Superiore,NA
1076,Italy,Veneto,Soave Colli Scaligeri,NA
1077,Italy,Veneto,Soave Superiore,NA
1078,Italy,Veneto,Valdadige,NA
1079,Italy,Veneto,Valdobbiadene Prosecco Superiore,NA
1080,Italy,Veneto,Valdobbiadene Superiore di Cartizze,NA
1081,Italy,Veneto,Valpolicella,NA
1082,Italy,Veneto,Valpolicella Classico,NA
1083,Italy,Veneto,Valpolicella Classico Superiore,NA
1084,Italy,Veneto,Valpolicella Classico Superiore Ripasso,NA
1085,Italy,Veneto,Valpolicella Ripasso,NA
1086,Italy,Veneto,Valpolicella Ripasso Classico,NA
