location_id,country,province,region_1,region_2
1087,Italy,Veneto,Valpolicella Ripasso Valpantena,NA
1088,Italy,Veneto,Valpolicella Ripasso Valpantena Superiore,NA
1089,Italy,Veneto,Valpolicella Superiore,NA
1090,Italy,Veneto,Valpolicella Superiore Ripasso,NA
1091,Italy,Veneto,Valpolicella Valpantena,NA
1092,Italy,Veneto,Valpolicella Valpantena Superiore,NA
1093,Italy,Veneto,Veneto,NA
1094,Italy,Veneto,Veneto Orientale,NA
1095,Italy,Veneto,Venezia,NA
1096,Italy,Veneto,Veronese,NA
1097,Italy,Veneto,NA,NA
1098,Lebanon,Bekaa Valley,NA,NA
1099,Lebanon,Lebanon,NA,NA
1100,Luxembourg,Moselle Luxembourgeoise,NA,NA
1101,Macedonia,Tikves,NA,NA
1102,Mexico,San Antonio de las Minas Valley,NA,NA
1103,Mexico,San Vicente,NA,NA
1104,Mexico,Valle de Guadalupe,NA,NA
1105,Moldova,Cahul,NA,NA
1106,Moldova,Codru Region,NA,NA
1107,Moldova,Moldova,NA,NA
1108,Morocco,Guerrouane,NA,NA
1109,Morocco,Morocco,NA,NA
1110,Morocco,Zenata,NA,NA
1111,New Zealand,Awatere Valley,NA,NA
1112,New Zealand,Canterbury,NA,NA
1113,New Zealand,Central Otago,NA,NA
1114,New Zealand,East Coast,NA,NA
1115,New Zealand,Gisborne,NA,NA
1116,New Zealand,Gladstone,NA,NA
1117,New Zealand,Hawke's Bay,NA,NA
1118,New Zealand,Kumeu,NA,NA
1119,New Zealand,Marlborough,NA,NA
1120,New Zealand,Martinborough,NA,NA
1121,New Zealand,Nelson,NA,NA
1122,New Zealand,New Zealand,NA,NA
1123,New Zealand,South Island,NA,NA
1124,New Zealand,Waiheke Island,NA,NA
1125,New Zealand,Waipara,NA,NA
1126,New Zealand,Waipara Valley,NA,NA
1127,New Zealand,Wairarapa,NA,NA
1128,New Zealand,Wairau Valley,NA,NA
1129,New Zealand,Waitaki Valley,NA,NA
1130,Peru,Ica,NA,NA
1131,Portugal,Alenquer,NA,NA
1132,Portugal,Alentejano,NA,NA
1133,Portugal,Alentejo,NA,NA
1134,Portugal,Alenteo,NA,NA
1135,Portugal,Algarve,NA,NA
1136,Portugal,Bairrada,NA,NA
1137,Portugal,Beira Atlantico,NA,NA
1138,Portugal,Beira Interior,NA,NA
1139,Portugal,Beiras,NA,NA
1140,Portugal,Bucelas,NA,NA
1141,Portugal,Colares,NA,NA
1142,Portugal,Dão,NA,NA
1143,Portugal,Douro,NA,NA
1144,Portugal,Duriense,NA,NA
1145,Portugal,Estremadura,NA,NA
1146,Portugal,Lisboa,NA,NA
1147,Portugal,Madeira,NA,NA
1148,Portugal,Minho,NA,NA
1149,Portugal,Moscatel de Setúbal,NA,NA
1150,Portugal,Moscatel do Douro,NA,NA
1151,Portugal,Obidos,NA,NA
1152,Portugal,Palmela,NA,NA
1153,Portugal,Península de Setúbal,NA,NA
1154,Portugal,Port,NA,NA
1155,Portugal,Portugal,NA,NA
1156,Portugal,Portuguese Table Wine,NA,NA
1157,Portugal,Ribatejano,NA,NA
1158,Portugal,Ribatejo,NA,NA
1159,Portugal,Setubal,NA,NA
1160,Portugal,Table wine,NA,NA
1161,Portugal,Távora-Varosa,NA,NA
1162,Portugal,Tejo,NA,NA
1163,Portugal,Terras do Dão,NA,NA
1164,Portugal,Terras do Sado,NA,NA
1165,Portugal,Trás-os-Montes,NA,NA
1166,Portugal,Vinho da Mesa,NA,NA
1167,Portugal,Vinho Espumante,NA,NA
1168,Portugal,Vinho Espumante de Qualidade,NA,NA
1169,Portugal,Vinho Licoroso,NA,NA
1170,Portugal,Vinho Verde,NA,NA
1171,Romania,Dealu Mare,NA,NA
1172,Romania,Dealurile Hușilor,NA,NA
1173,Romania,Dealurile Munteniei,NA,NA
1174,Romania,Jidvei,NA,NA
1175,Romania,Murfatlar,NA,NA
1176,Romania,Panciu,NA,NA
1177,Romania,Recas,NA,NA
1178,Romania,Romania,NA,NA
1179,Romania,Sebes,NA,NA
1180,Romania,Tarnave,NA,NA
1181,Romania,Vânju Mare,NA,NA
1182,Romania,Viile Timis,NA,NA
1183,Romania,Viile Timisului,NA,NA
1184,Serbia,Fruška Gora,NA,NA
1185,Serbia,Pocerina,NA,NA
1186,Serbia,Župa,NA,NA
1187,Slovakia,Muzla,NA,NA
1188,Slovenia,Brda,NA,NA
1189,Slovenia,Dolenjska,NA,NA
1190,Slovenia,Goriska Brda,NA,NA
1191,Slovenia,Kras,NA,NA
1192,Slovenia,Primorska,NA,NA
1193,Slovenia,Slovenia,NA,NA
1194,Slovenia,Slovenska Istra,NA,NA
1195,Slovenia,Štajerska,NA,NA
1196,Slovenia,Vipavska Dolina,NA,NA
1197,South Africa,Bot River,NA,NA
1198,South Africa,Breede River Valley,NA,NA
1199,South Africa,Breedekloof,NA,NA
1200,South Africa,Cape Agulhas,NA,NA
1201,South Africa,Cape Peninsula,NA,NA
1202,South Africa,Cape South Coast,NA,NA
1203,South Africa,Cederberg,NA,NA
1204,South Africa,Ceres Plateau,NA,NA
1205,South Africa,Coastal Region,NA,NA
1206,South Africa,Constantia,NA,NA
1207,South Africa,Darling,NA,NA
1208,South Africa,Devon Valley,NA,NA
1209,South Africa,Durbanville,NA,NA
1210,South Africa,Eilandia,NA,NA
1211,South Africa,Elgin,NA,NA
1212,South Africa,Elim,NA,NA
1213,South Africa,Franschhoek,NA,NA
1214,South Africa,Groenekloof,NA,NA
1215,South Africa,Helderberg,NA,NA
1216,South Africa,Hemel en Aarde,NA,NA
1217,South Africa,Jonkershoek Valley,NA,NA
1218,South Africa,Lutzville Valley,NA,NA
1219,South Africa,Malgas,NA,NA
1220,South Africa,Northern Cape,NA,NA
1221,South Africa,Olifants River,NA,NA
1222,South Africa,Overberg,NA,NA
1223,South Africa,Paardeberg,NA,NA
1224,South Africa,Paarl,NA,NA
1225,South Africa,Philadelphia,NA,NA
1226,South Africa,Piekenierskloof,NA,NA
1227,South Africa,Polkadraai Hills,NA,NA
1228,South Africa,Robertson,NA,NA
1229,South Africa,Simonsberg-Paarl,NA,NA
1230,South Africa,Simonsberg-Stellenbosch,NA,NA
1231,South Africa,South Africa,NA,NA
1232,South Africa,Stellenbosch,NA,NA
1233,South Africa,Swartland,NA,NA
1234,South Africa,Tulbagh,NA,NA
1235,South Africa,Vlootenburg,NA,NA
1236,South Africa,Walker Bay,NA,NA
1237,South Africa,Wellington,NA,NA
1238,South Africa,Western Cape,NA,NA
1239,Spain,Andalucia,Jerez,NA
1240,Spain,Andalucia,Málaga,NA
1241,Spain,Andalucia,Manzanilla-Sanlúcar de Barrameda,NA
1242,Spain,Andalucia,Montilla-Moriles,NA
1243,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,NA
1244,Spain,Andalucia,Vino de la Tierra Contraviesa Alpujarra,NA
1245,Spain,Andalucia,Vino de la Tierra de Cádiz,NA
1246,Spain,Andalucia,NA,NA
1247,Spain,Catalonia,Alella,NA
1248,Spain,Catalonia,Catalonia,NA
1249,Spain,Catalonia,Catalunya,NA
1250,Spain,Catalonia,Cava,NA
1251,Spain,Catalonia,Conca de Barberà,NA
1252,Spain,Catalonia,Costers del Segre,NA
1253,Spain,Catalonia,Montsant,NA
1254,Spain,Catalonia,Penedès,NA
1255,Spain,Catalonia,Pla de Bages,NA
1256,Spain,Catalonia,Priorat,NA
1257,Spain,Catalonia,Tarragona,NA
1258,Spain,Catalonia,Terra Alta,NA
1259,Spain,Central Spain,Almansa,NA
1260,Spain,Central Spain,Castilla La Mancha,NA
1261,Spain,Central Spain,Dominio de Valdepusa,NA
1262,Spain,Central Spain,Extremadura,NA
1263,Spain,Central Spain,Finca Élez,NA
1264,Spain,Central Spain,La Mancha,NA
1265,Spain,Central Spain,Madrid,NA
1266,Spain,Central Spain,Manchuela,NA
1267,Spain,Central Spain,Mentrida,NA
1268,Spain,Central Spain,Ribera del Guadiana,NA
1269,Spain,Central Spain,Ribera del Júcar,NA
1270,Spain,Central Spain,Sierra de Salamanca,NA
1271,Spain,Central Spain,Tierra de Castilla,NA
1272,Spain,Central Spain,Toledo,NA
1273,Spain,Central Spain,Uclés,NA
1274,Spain,Central Spain,Valdepeñas,NA
1275,Spain,Central Spain,Vino da Mesa de Toledo,NA
1276,Spain,Central Spain,Vino de la Tierra de Castilla,NA
1277,Spain,Central Spain,Vinos de Madrid,NA
1278,Spain,Galicia,Monterrei,NA
1279,Spain,Galicia,Rías Baixas,NA
1280,Spain,Galicia,Ribeira Sacra,NA
1281,Spain,Galicia,Ribeiro,NA
1282,Spain,Levante,Alicante,NA
1283,Spain,Levante,Bullas,NA
1284,Spain,Levante,Jumilla,NA
1285,Spain,Levante,Utiel-Requena,NA
1286,Spain,Levante,Valencia,NA
1287,Spain,Levante,Vino de la Tierra de Castelló,NA
1288,Spain,Levante,Yecla,NA
1289,Spain,Northern Spain,Arribes del Duero,NA
1290,Spain,Northern Spain,Bierzo,NA
1291,Spain,Northern Spain,Bizkaiko Txakolina,NA
1292,Spain,Northern Spain,Calatayud,NA
1293,Spain,Northern Spain,Campo de Borja,NA
1294,Spain,Northern Spain,Cariñena,NA
1295,Spain,Northern Spain,Cigales,NA
1296,Spain,Northern Spain,Emporadà-Costa Brava,NA
1297,Spain,Northern Spain,Empordà,NA
1298,Spain,Northern Spain,Getariako Txakolina,NA
1299,Spain,Northern Spain,Navarra,NA
1300,Spain,Northern Spain,Pago de Arínzano,NA
1301,Spain,Northern Spain,Ribera del Duero,NA
1302,Spain,Northern Spain,Rioja,NA
1303,Spain,Northern Spain,Rueda,NA
1304,Spain,Northern Spain,Sardon de Duero,NA
1305,Spain,Northern Spain,Somontano,NA
1306,Spain,Northern Spain,Tierra de León,NA
1307,Spain,Northern Spain,Tierra del Viños de Zamora,NA
1308,Spain,Northern Spain,Toro,NA
1309,Spain,Northern Spain,Valdeorras,NA
1310,Spain,Northern Spain,Vino de Calidad de Tierras de León,NA
1311,Spain,Northern Spain,Vino de Calidad de Valtiendas,NA
1312,Spain,Northern Spain,Vino de la Tierra de Castilla y León,NA
1313,Spain,Northern Spain,Vino de la Tierra de Zamora,NA
1314,Spain,Northern Spain,Vino de la Tierra del Bajo Aragón,NA
1315,Spain,Northern Spain,Vino de la Tierra Ribera del Gállego-Cinco Villas,NA
1316,Spain,Northern Spain,NA,NA
1317,Spain,Spain Other,Spain,NA
1318,Spain,Spain Other,Vino de Mesa,NA
1319,Spain,Spanish Islands,Lanzarote,NA
1320,Spain,Spanish Islands,Vi de la Terra Illes Balears,NA
1321,Spain,Spanish Islands,Vi de la Terra Mallorca,NA
1322,Spain,Spanish Islands,NA,NA
1323,Switzerland,Neuchâtel,NA,NA
1324,Switzerland,Switzerland,NA,NA
1325,Switzerland,Ticino,NA,NA
1326,Switzerland,Valais,NA,NA
1327,Turkey,Aegean,NA,NA
1328,Turkey,Ankara,NA,NA
1329,Turkey,Cappadocia,NA,NA
1330,Turkey,Elazığ,NA,NA
1331,Turkey,Elazığ-Diyarbakir,NA,NA
1332,Turkey,Thrace,NA,NA
1333,Turkey,Turkey,NA,NA
1334,Turkey,Urla-Thrace,NA,NA
1335,Ukraine,Ukraine,NA,NA
1336,Uruguay,Atlantida,NA,NA
1337,Uruguay,Canelones,NA,NA
1338,Uruguay,Juanico,NA,NA
1339,Uruguay,Montevideo,NA,NA
1340,Uruguay,Progreso,NA,NA
1341,Uruguay,San Jose,NA,NA
1342,Uruguay,Uruguay,NA,NA
1343,US,America,NA,NA
1344,US,Arizona,Arizona,NA
1345,US,Arizona,Cochise County,NA
1346,US,Arizona,Sonoita,NA
1347,US,California,Adelaida District,Central Coast
1348,US,California,Alexander Valley,Sonoma
1349,US,California,Alta Mesa,Central Valley
1350,US,California,Amador County,Sierra Foothills
1351,US,California,Amador-Napa,California Other
1352,US,California,Anderson Valley,NA
1353,US,California,Antelope Valley of the California High Desert,South Coast
1354,US,California,Arroyo Grande Valley,Central Coast
1355,US,California,Arroyo Seco,Central Coast
1356,US,California,Atlas Peak,Napa
1357,US,California,Ballard Canyon,Central Coast
1358,US,California,Ben Lomond Mountain,Central Coast
1359,US,California,Bennett Valley,Sonoma
1360,US,California,Big Valley District-Lake County,NA
1361,US,California,Calaveras County,Sierra Foothills
1362,US,California,California,California Other
1363,US,California,California Other,NA
1364,US,California,California-Oregon,NA
1365,US,California,Calistoga,Napa
1366,US,California,Capay Valley,Central Valley
1367,US,California,Carmel Valley,Central Coast
1368,US,California,Carneros,Napa-Sonoma
1369,US,California,Carneros-Napa Valley,Napa
1370,US,California,Central Coast,Central Coast
1371,US,California,Central Coast,NA
1372,US,California,Central Valley,NA
1373,US,California,Chalk Hill,Sonoma
1374,US,California,Chalone,Central Coast
1375,US,California,Chiles Valley,Napa
1376,US,California,Cienega Valley,Central Coast
1377,US,California,Clarksburg,Central Valley
1378,US,California,Clear Lake,NA
1379,US,California,Clements Hills,Central Valley
1380,US,California,Cole Ranch,NA
1381,US,California,Contra Costa County,Central Coast
1382,US,California,Coombsville,Napa
1383,US,California,Cucamonga Valley,South Coast
1384,US,California,Diamond Mountain District,Napa
1385,US,California,Dry Creek Valley,Sonoma
1386,US,California,Dunnigan Hills,Central Valley
1387,US,California,Edna Valley,Central Coast
1388,US,California,El Dorado,Sierra Foothills
1389,US,California,El Dorado County,Sierra Foothills
1390,US,California,El Pomar District,Central Coast
1391,US,California,Fair Play,Sierra Foothills
1392,US,California,Fiddletown,Sierra Foothills
1393,US,California,Fort Ross-Seaview,Sonoma
1394,US,California,Green Valley,Sonoma
1395,US,California,Guenoc Valley,NA
1396,US,California,Happy Canyon of Santa Barbara,Central Coast
1397,US,California,High Valley,NA
1398,US,California,Howell Mountain,Napa
1399,US,California,Humboldt County,North Coast
1400,US,California,Kelsey Bench-Lake County,NA
1401,US,California,Knights Valley,Sonoma
1402,US,California,Lake County,NA
1403,US,California,Lake County-Mendocino County,NA
1404,US,California,Lake County-Sonoma County,North Coast
1405,US,California,Lake-Sonoma-Napa,North Coast
1406,US,California,Lime Kiln Valley,Central Coast
1407,US,California,Livermore Valley,Central Coast
1408,US,California,Lodi,Central Valley
1409,US,California,Los Carneros,Napa-Sonoma
1410,US,California,Madera,Central Valley
1411,US,California,Malibu Coast,South Coast
1412,US,California,Malibu-Newton Canyon,South Coast
1413,US,California,Marin County,North Coast
1414,US,California,McDowell Valley,NA
1415,US,California,Mendocino,NA
1416,US,California,Mendocino County,NA
1417,US,California,Mendocino Ridge,NA
1418,US,California,Mendocino-Amador,California Other
1419,US,California,Mendocino-Lake,North Coast
1420,US,California,Mendocino-Lake County-Napa,North Coast
1421,US,California,Mokelumne River,Central Valley
1422,US,California,Monterey,Central Coast
1423,US,California,Monterey County,Central Coast
1424,US,California,Monterey County-Napa County,Central Coast
1425,US,California,Monterey County-Napa County-Sonoma County,California Other
1426,US,California,Monterey-San Luis Obispo-Santa Barbara,Central Coast
1427,US,California,Monterey-Santa Barbara,Central Coast
1428,US,California,Monterey-Santa Barbara-Sonoma,California Other
1429,US,California,Monterey-Santa Cruz,Central Coast
1430,US,California,Moon Mountain District Sonoma County,Sonoma
1431,US,California,Mount Harlan,Central Coast
1432,US,California,Mount Veeder,Napa
1433,US,California,Mt. Harlan,Central Coast
1434,US,California,Napa,NA
1435,US,California,Napa County,Napa
1436,US,California,Napa County-Lake County,North Coast
1437,US,California,Napa County-Sonoma County,Napa-Sonoma
1438,US,California,Napa County-Sonoma County-Lake County,North Coast
1439,US,California,Napa County-Sonoma County-San Joaquin County,California Other
1440,US,California,Napa Valley,Napa
1441,US,California,Napa Valley-Paso Robles,California Other
1442,US,California,Napa-Amador,California Other
1443,US,California,Napa-Carneros,Napa
1444,US,California,Napa-Mendocino-Sonoma,North Coast
1445,US,California,Napa-Mendocino-Sonoma-Marin,North Coast
1446,US,California,Napa-Monterey-Mendocino,NA
1447,US,California,Napa-Sonoma,Napa-Sonoma
1448,US,California,Napa-Sonoma,North Coast
1449,US,California,Napa-Sonoma-Marin,North Coast
1450,US,California,Nevada County,Sierra Foothills
1451,US,California,North Coast,North Coast
1452,US,California,North Coast,NA
1453,US,California,Northern Sonoma,Sonoma
1454,US,California,Oak Knoll District,Napa
1455,US,California,Oakville,Napa
1456,US,California,Paicines,Central Coast
1457,US,California,Paso Robles,Central Coast
1458,US,California,Paso Robles Highlands District,Central Coast
1459,US,California,Paso Robles Willow Creek District,Central Coast
1460,US,California,Pine Mountain-Cloverdale Peak,Sonoma
1461,US,California,Placer County,Sierra Foothills
1462,US,California,Potter Valley,NA
1463,US,California,Ramona Valley,South Coast
1464,US,California,Red Hills Lake County,NA
1465,US,California,Redwood Valley,NA
1466,US,California,River Junction,Central Valley
1467,US,California,Rockpile,Sonoma
1468,US,California,Russian River Valley,Sonoma
1469,US,California,Rutherford,Napa
1470,US,California,Saddle Rock-Malibu,South Coast
1471,US,California,San Antonio Valley,Central Coast
1472,US,California,San Benito County,Central Coast
1473,US,California,San Bernabe,Central Coast
1474,US,California,San Diego County,South Coast
1475,US,California,San Francisco Bay,Central Coast
1476,US,California,San Francisco Bay-Livermore Valley,Central Coast
1477,US,California,San Lucas,Central Coast
1478,US,California,San Luis Obispo,Central Coast
1479,US,California,San Luis Obispo County,Central Coast
1480,US,California,Santa Barbara,Central Coast
1481,US,California,Santa Barbara County,Central Coast
1482,US,California,Santa Barbara-Monterey,North Coast
1483,US,California,Santa Clara County,Central Coast
1484,US,California,Santa Clara Valley,Central Coast
1485,US,California,Santa Cruz County,Central Coast
1486,US,California,Santa Cruz Mountains,Central Coast
1487,US,California,Santa Lucia Highlands,Central Coast
1488,US,California,Santa Margarita Ranch,Central Coast
1489,US,California,Santa Maria Valley,Central Coast
1490,US,California,Santa Ynez Valley,Central Coast
1491,US,California,Shenandoah Valley (CA),Sierra Foothills
1492,US,California,Sierra Foothills,Sierra Foothills
1493,US,California,Sierra Pelona Valley,South Coast
1494,US,California,Solano County,North Coast
1495,US,California,Solano County Green Valley,North Coast
1496,US,California,Sonoma,Sonoma
1497,US,California,Sonoma,NA
1498,US,California,Sonoma Coast,Sonoma
1499,US,California,Sonoma County,Sonoma
1500,US,California,Sonoma County-Lake County,North Coast
1501,US,California,Sonoma County-Monterey County,California Other
1502,US,California,Sonoma County-Monterey County-Napa County,California Other
1503,US,California,Sonoma County-Monterey County-Santa Barbara County,California Other
1504,US,California,Sonoma County-Napa County,Napa-Sonoma
1505,US,California,Sonoma County-San Joaquin County,California Other
1506,US,California,Sonoma County-Santa Barbara County,California Other
1507,US,California,Sonoma Mountain,Sonoma
1508,US,California,Sonoma Valley,Sonoma
1509,US,California,Sonoma-Mendocino,North Coast
1510,US,California,Sonoma-Napa,Napa-Sonoma
1511,US,California,Sonoma-Napa-Lake,North Coast
1512,US,California,Sonoma-Napa-Mendocino,North Coast
1513,US,California,Sonoma-Napa-Monterey,California Other
1514,US,California,Sonoma-Santa Barbara-Mendocino,California Other
1515,US,California,South Coast,South Coast
1516,US,California,South Coast,NA
1517,US,California,Spring Mountain District,Napa
1518,US,California,St. Helena,Napa
1519,US,California,Sta. Rita Hills,Central Coast
1520,US,California,Stags Leap District,Napa
1521,US,California,Suisun Valley,North Coast
1522,US,California,Tehama County,California Other
1523,US,California,Temecula,South Coast
1524,US,California,Temecula Valley,South Coast
1525,US,California,Templeton Gap District,Central Coast
1526,US,California,Tuolumne County,Sierra Foothills
1527,US,California,Ventura County,Central Coast
1528,US,California,Yolo County,Central Valley
1529,US,California,York Mountain,Central Coast
1530,US,California,Yorkville Highlands,North Coast
1531,US,California,Yountville,Napa
1532,US,California,NA,NA
1533,US,Colorado,Colorado,NA
1534,US,Colorado,Grand Valley,NA
1535,US,Connecticut,Western Connecticut Highlands,NA
1536,US,Hawaii,Hawaii,NA
1537,US,Idaho,Idaho,NA
1538,US,Idaho,NA,NA
1539,US,Illinois,Illinois,NA
1540,US,Iowa,Iowa,NA
1541,US,Kentucky,Kentucky,NA
1542,US,Massachusetts,Massachusetts,NA
1543,US,Massachusetts,Southeastern New England,NA
1544,US,Michigan,Lake Michigan Shore,NA
1545,US,Michigan,Leelanau Peninsula,NA
1546,US,Michigan,Michigan,NA
1547,US,Michigan,Old Mission Peninsula,NA
1548,US,Missouri,Augusta,NA
1549,US,Missouri,Missouri,NA
1550,US,Nevada,Nevada,NA
1551,US,New Jersey,New Jersey,NA
1552,US,New Jersey,Outer Coastal Plain,NA
1553,US,New Mexico,New Mexico,NA
1554,US,New York,Cayuga Lake,Finger Lakes
1555,US,New York,Finger Lakes,Finger Lakes
1556,US,New York,Hudson River Region,New York Other
1557,US,New York,Lake Erie,Finger Lakes
1558,US,New York,Long Island,Long Island
1559,US,New York,New York,New York Other
1560,US,New York,Niagara Escarpment,New York Other
1561,US,New York,North Fork of Long Island,Long Island
1562,US,New York,Seneca Lake,Finger Lakes
1563,US,New York,"The Hamptons, Long Island",Long Island
1564,US,North Carolina,North Carolina,NA
1565,US,North Carolina,Swan Creek,NA
1566,US,North Carolina,Yadkin Valley,NA
1567,US,Ohio,Grand River Valley,NA
1568,US,Ohio,Isle St. George,NA
1569,US,Ohio,Ohio,NA
1570,US,Oregon,Applegate Valley,Southern Oregon
1571,US,Oregon,Chehalem Mountains,Willamette Valley
1572,US,Oregon,Columbia Gorge (OR),Oregon Other
1573,US,Oregon,Columbia Valley (OR),Oregon Other
1574,US,Oregon,Dundee Hills,Willamette Valley
1575,US,Oregon,Elkton Oregon,Southern Oregon
1576,US,Oregon,Eola-Amity Hills,Willamette Valley
1577,US,Oregon,McMinnville,Willamette Valley
1578,US,Oregon,Oregon,Oregon Other
1579,US,Oregon,Oregon Other,NA
1580,US,Oregon,Polk County,Oregon Other
1581,US,Oregon,Ribbon Ridge,Willamette Valley
1582,US,Oregon,Rogue Valley,Southern Oregon
1583,US,Oregon,Southern Oregon,Southern Oregon
1584,US,Oregon,Umpqua Valley,Southern Oregon
1585,US,Oregon,Walla Walla Valley (OR),Oregon Other
1586,US,Oregon,Willamette Valley,Willamette Valley
1587,US,Oregon,Willamette Valley,NA
1588,US,Oregon,Yamhill County,Willamette Valley
1589,US,Oregon,NA,NA
1590,US,Pennsylvania,Pennsylvania,NA
1591,US,Rhode Island,Southeastern New England,NA
1592,US,Texas,Texas,NA
1593,US,Texas,Texas High Plains,NA
1594,US,Texas,Texoma,NA
1595,US,Texas,NA,NA
1596,US,Vermont,Vermont,NA
1597,US,Virginia,Middleburg,NA
1598,US,Virginia,Monticello,NA
1599,US,Virginia,Shenandoah Valley,NA
1600,US,Virginia,Virginia,NA
1601,US,Virginia,Virginia's Eastern Shore,NA
1602,US,Washington,Ancient Lakes,Columbia Valley
1603,US,Washington,Chelan County,Washington Other
1604,US,Washington,Columbia Gorge (WA),Washington Other
1605,US,Washington,Columbia Valley,NA
1606,US,Washington,Columbia Valley (WA),Columbia Valley
1607,US,Washington,Columbia Valley-Walla Walla Valley,Columbia Valley
1608,US,Washington,Horse Heaven Hills,Columbia Valley
1609,US,Washington,Lake Chelan,Columbia Valley
1610,US,Washington,Naches Heights,Columbia Valley
1611,US,Washington,Puget Sound,Washington Other
1612,US,Washington,Rattlesnake Hills,Columbia Valley
1613,US,Washington,Red Mountain,Columbia Valley
1614,US,Washington,Snipes Mountain,Columbia Valley
1615,US,Washington,Wahluke Slope,Columbia Valley
1616,US,Washington,Walla Walla Valley (WA),Columbia Valley
1617,US,Washington,Washington,Washington Other
1618,US,Washington,Yakima Valley,Columbia Valley
1619,US,Washington-Oregon,NA,NA
1620,NA,NA,NA,NA
